Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: country, subject: fallujah, object: iraq, sentence: ', 'predicate: leader name, subject: iraq, object: haider al-abadi, sentence: ', 'predicate: language, subject: iraq, object: arabic, sentence: ', 'predicate: city served, subject: al-taqaddum air base, object: fallujah, sentence: '}",4,The leader of Iraq is Haider al-Abadi and they speak Arabic. Fallujah which is located in Iraq is served by the Al-Taqaddum air base.,0.999906391,,al-taqaddum air base serves the city of fallujah in iraq. the leader of iraq is haider al-abadi and the language spoken is arabic,0.999930143,,0.750635684,-1.479977369,0.95565623,0.652639028,0.454071956,"{'image_id': 'inst-1181', 'Bleu_1': 0.913043478221172, 'Bleu_2': 0.8399604733409779, 'Bleu_3': 0.7387427246302253, 'Bleu_4': 0.6526390278614618, 'METEOR': 0.4540719560265117, 'ROUGE_L': 0.5801024140453548, 'CIDEr': 3.3675854712353708}",al-taqaddum air base serves the city of fallujah in iraq. the leader of iraq is haider al-abadi and the language spoken is arabic,0.999930143,,0.750635684,-1.479977369,0.95565623,0.652639028,0.454071956,"{'image_id': 'inst-1181', 'Bleu_1': 0.913043478221172, 'Bleu_2': 0.8399604733409779, 'Bleu_3': 0.7387427246302253, 'Bleu_4': 0.6526390278614618, 'METEOR': 0.4540719560265117, 'ROUGE_L': 0.5801024140453548, 'CIDEr': 3.3675854712353708}",0,-2.38E-05,-2.38E-05,0,0,0,0,0
"{'predicate: media type, subject: above the veil, object: print, sentence: ', 'predicate: author, subject: above the veil, object: garth nix, sentence: ', 'predicate: number of pages, subject: above the veil, object: 248, sentence: '}",3,The printed book Above The Veil is 248 pages long and the author is Garth Nix.,0.999916474,,above the veil is 248 pages long and was written by garth nix. it is available in print,0.999928594,,0.751022279,-2.456217527,0.9541805,0.689930213,0.438691086,"{'image_id': 'inst-1132', 'Bleu_1': 0.8888888888395061, 'Bleu_2': 0.8244625898206391, 'Bleu_3': 0.7517509320870881, 'Bleu_4': 0.6899302125135413, 'METEOR': 0.4386910863053635, 'ROUGE_L': 0.6777777777777778, 'CIDEr': 4.129518484880499}",above the veil is 248 pages long and was written by garth nix. it is available in print,0.999928594,,0.751022279,-2.456217527,0.9541805,0.689930213,0.438691086,"{'image_id': 'inst-1132', 'Bleu_1': 0.8888888888395061, 'Bleu_2': 0.8244625898206391, 'Bleu_3': 0.7517509320870881, 'Bleu_4': 0.6899302125135413, 'METEOR': 0.4386910863053635, 'ROUGE_L': 0.6777777777777778, 'CIDEr': 4.129518484880499}",0,-1.21E-05,-1.21E-05,0,0,0,0,0
"{'predicate: assembly, subject: amc matador, object: port melbourne, victoria, sentence: ', 'predicate: model years, subject: amc matador, object: 1974, sentence: '}",2,"The AMC Matador was produced at Port Melbourne, Victoria in 1974.",0.664473083,"['predicate: assembly, subject: amc matador, object: port melbourne, victoria, sentence: the amc matador was produced at port melbourne, victoria in 1974.', 'predicate: assembly, subject: amc matador, object: port melbourne, victoria, sentence: the amc matador, which includes a 1974 model, was built at port melbourne, australia.']","the amc matador was manufactured in 1974 and assembled in port melbourne, victoria",0.992568135,,0.751348853,-1.24680388,0.9684828,0.383328443,0.465942186,"{'image_id': 'inst-697', 'Bleu_1': 0.6410499774229805, 'Bleu_2': 0.5884379958303187, 'Bleu_3': 0.4885254024504383, 'Bleu_4': 0.38332844316682246, 'METEOR': 0.46594218603552934, 'ROUGE_L': 0.5922330097087377, 'CIDEr': 2.6781646667995873}","the amc matador was manufactured in 1974 and assembled in port melbourne, victoria",0.992568135,,0.751348853,-1.24680388,0.96848273,0.383328443,0.465942186,"{'image_id': 'inst-697', 'Bleu_1': 0.6410499774229805, 'Bleu_2': 0.5884379958303187, 'Bleu_3': 0.4885254024504383, 'Bleu_4': 0.38332844316682246, 'METEOR': 0.46594218603552934, 'ROUGE_L': 0.5922330097087377, 'CIDEr': 2.6781646667995873}",0,-0.328095053,-0.328095053,0,0,-5.96E-08,0,0
"{'predicate: ground, subject: a.s. roma, object: rome, sentence: '}",1,A.S. Roma have a ground in Rome.,0.999923706,,a.s. roma's ground is in rome,0.999928951,,0.751693606,-1.802946925,0.9651752,1.04E-08,0.383345173,"{'image_id': 'inst-434', 'Bleu_1': 0.7142857140816329, 'Bleu_2': 0.48795003632904355, 'Bleu_3': 3.6246012422095704e-06, 'Bleu_4': 1.044552272724476e-08, 'METEOR': 0.3833451726575615, 'ROUGE_L': 0.7142857142857143, 'CIDEr': 3.0734751125545783}",a.s. roma's ground is in rome,0.999928951,,0.751693606,-1.802946925,0.9651752,1.04E-08,0.383345173,"{'image_id': 'inst-434', 'Bleu_1': 0.7142857140816329, 'Bleu_2': 0.48795003632904355, 'Bleu_3': 3.6246012422095704e-06, 'Bleu_4': 1.044552272724476e-08, 'METEOR': 0.3833451726575615, 'ROUGE_L': 0.7142857142857143, 'CIDEr': 3.0734751125545783}",0,-5.25E-06,-5.25E-06,0,0,0,0,0
"{'predicate: main ingredients, subject: batagor, object: fried fish dumpling with tofu and vegetables in peanut sauce, sentence: ', 'predicate: country, subject: batagor, object: indonesia, sentence: ', 'predicate: ingredient, subject: batagor, object: peanut sauce, sentence: '}",3,Found in Indonesiam a batagor consists of a fried fish dumpling with tofu and vegetables in peanut sauce.,0.999933494,,"batagor, a fried fish dumpling with tofu and vegetables in peanut sauce, is found in indonesia",0.999850074,,0.751744211,-2.014842749,0.93781024,0.637303997,0.47000076,"{'image_id': 'inst-1041', 'Bleu_1': 0.8273408460696406, 'Bleu_2': 0.7317277760379907, 'Bleu_3': 0.6722161081137227, 'Bleu_4': 0.6373039972565804, 'METEOR': 0.4700007604797257, 'ROUGE_L': 0.6984732824427481, 'CIDEr': 3.7249018190185867}","batagor, a fried fish dumpling with tofu and vegetables in peanut sauce, is found in indonesia",0.999850074,,0.751744211,-2.014842749,0.93781024,0.637303997,0.47000076,"{'image_id': 'inst-1041', 'Bleu_1': 0.8273408460696406, 'Bleu_2': 0.7317277760379907, 'Bleu_3': 0.6722161081137227, 'Bleu_4': 0.6373039972565804, 'METEOR': 0.4700007604797257, 'ROUGE_L': 0.6984732824427481, 'CIDEr': 3.7249018190185867}",0,8.34E-05,8.34E-05,0,0,0,0,0
"{'predicate: office (worked at, worked as), subject: alvah sabin, object: secretary of state of vermont, sentence: ', 'predicate: region, subject: alvah sabin, object: vermont, sentence: '}",2,Alvah Sabin represented Vermont where he worked as Secretary of State.,0.509708812,"['predicate: region, subject: alvah sabin, object: vermont, sentence: alvah sabin represented vermont where he worked as secretary of state.', 'predicate: region, subject: alvah sabin, object: vermont, sentence: alvah sabin, represented vermon, and worked as the secretary of state of vermont.', 'predicate: region, subject: alvah sabin, object: vermont, sentence: alvah sabin represented the state of vermont where he worked as the secretary of the state.']","alvah sabin, who represented vermont, worked as the secretary of state",0.500568169,"['predicate: region, subject: alvah sabin, object: vermont, sentence: alvah sabin, who represented vermont, worked as the secretary of state']",0.751945257,-1.287756085,0.95863616,0.570674578,0.422930768,"{'image_id': 'inst-804', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.797724035068799, 'Bleu_3': 0.6564086248823298, 'Bleu_4': 0.5706745775927982, 'METEOR': 0.4229307680779235, 'ROUGE_L': 0.8531468531468532, 'CIDEr': 3.7655406742640207}","alvah sabin, who represented vermont, worked as the secretary of state",0.500568169,"['predicate: region, subject: alvah sabin, object: vermont, sentence: alvah sabin, who represented vermont, worked as the secretary of state']",0.751945257,-1.287756085,0.958636,0.570674578,0.422930768,"{'image_id': 'inst-804', 'Bleu_1': 0.9090909089256201, 'Bleu_2': 0.797724035068799, 'Bleu_3': 0.6564086248823298, 'Bleu_4': 0.5706745775927982, 'METEOR': 0.4229307680779235, 'ROUGE_L': 0.8531468531468532, 'CIDEr': 3.7655406742640207}",0,0.009140643,0.009140643,0,0,-1.79E-07,0,0
"{'predicate: location identifier, subject: alpena county regional airport, object: apn, sentence: ', 'predicate: elevation above the sea level_(in_metres), subject: alpena county regional airport, object: 210, sentence: '}",2,The location identifier of Alpena County Regional airport is APN and is 210m a.s.l.,0.728754228,"['predicate: location identifier, subject: alpena county regional airport, object: apn, sentence: alpena county regional airport (apn) is 210 metres above sea level.', 'predicate: elevation above the sea level_(in_metres), subject: alpena county regional airport, object: 210, sentence: the location identifier of alpena county regional airport is apn and is 210m a.s.l.']",alpena county regional airport is located 210 metres above sea level and has the location identifier apn,0.999741405,,0.752071261,-2.070257425,0.9574271,0.462936906,0.458171005,"{'image_id': 'inst-548', 'Bleu_1': 0.7844203811454585, 'Bleu_2': 0.6601881260929883, 'Bleu_3': 0.5654786903249986, 'Bleu_4': 0.4629369056237778, 'METEOR': 0.45817100526021565, 'ROUGE_L': 0.6830907054871221, 'CIDEr': 3.7597849854796843}",alpena county regional airport is located 210 metres above sea level and has the location identifier apn,0.999741405,,0.752071261,-2.070257425,0.957427,0.462936906,0.458171005,"{'image_id': 'inst-548', 'Bleu_1': 0.7844203811454585, 'Bleu_2': 0.6601881260929883, 'Bleu_3': 0.5654786903249986, 'Bleu_4': 0.4629369056237778, 'METEOR': 0.45817100526021565, 'ROUGE_L': 0.6830907054871221, 'CIDEr': 3.7597849854796843}",0,-0.270987177,-0.270987177,0,0,-5.96E-08,0,0
"{'predicate: is part of, subject: abilene, texas, object: texas, sentence: ', 'predicate: city served, subject: abilene regional airport, object: abilene, texas, sentence: ', 'predicate: runway length, subject: abilene regional airport, object: 2194.0, sentence: ', 'predicate: country, subject: abilene, texas, object: united states, sentence: ', 'predicate: is part of, subject: abilene, texas, object: taylor county, texas, sentence: '}",5,"Abilene Regional Airport serves Abilene, Texas which is part of the U.S. in Taylor County. The airport has a runway length of 2,194.",0.999913549,,"abilene regional airport serves the city of abilene, taylor county, texas, united states. the runway length is 2194.0",0.999897039,,0.752289534,-1.267000914,0.96723604,0.446097872,0.408830613,"{'image_id': 'inst-1422', 'Bleu_1': 0.8948393167149431, 'Bleu_2': 0.751815404159472, 'Bleu_3': 0.6048511604258541, 'Bleu_4': 0.44609787239744486, 'METEOR': 0.4088306126100909, 'ROUGE_L': 0.6777777777777778, 'CIDEr': 2.526999186564776}","abilene regional airport serves the city of abilene, taylor county, texas, united states. the runway length is 2194.0",0.999897039,,0.752289414,-1.267000914,0.96723604,0.446097872,0.408830613,"{'image_id': 'inst-1422', 'Bleu_1': 0.8948393167149431, 'Bleu_2': 0.751815404159472, 'Bleu_3': 0.6048511604258541, 'Bleu_4': 0.44609787239744486, 'METEOR': 0.4088306126100909, 'ROUGE_L': 0.6777777777777778, 'CIDEr': 2.526999186564776}",0,1.65E-05,1.65E-05,-1.19E-07,0,0,0,0
"{'predicate: capital, subject: united states, object: washington, d.c., sentence: ', 'predicate: ethnic group, subject: united states, object: african americans, sentence: ', 'predicate: country, subject: 1634: the ram rebellion, object: united states, sentence: '}",3,"1634 The Ram Rebellion comes from the United States, which has the capital Washington DC and contains the ethnic group African American.",0.999920209,,1634 the ram rebellion comes from the united states where the capital is washington dc and african americans are an ethnic group,0.999921521,,0.752397895,-1.674910784,0.9670087,0.684568009,0.464197071,"{'image_id': 'inst-1177', 'Bleu_1': 0.9545454544586777, 'Bleu_2': 0.8790490729106676, 'Bleu_3': 0.7739730350397829, 'Bleu_4': 0.6845680087508286, 'METEOR': 0.4641970714485607, 'ROUGE_L': 0.7525399129172713, 'CIDEr': 4.5758833087202735}",1634 the ram rebellion comes from the united states where the capital is washington dc and african americans are an ethnic group,0.999921521,,0.752397895,-1.674910784,0.9670088,0.684568009,0.464197071,"{'image_id': 'inst-1177', 'Bleu_1': 0.9545454544586777, 'Bleu_2': 0.8790490729106676, 'Bleu_3': 0.7739730350397829, 'Bleu_4': 0.6845680087508286, 'METEOR': 0.4641970714485607, 'ROUGE_L': 0.7525399129172713, 'CIDEr': 4.5758833087202735}",0,-1.31E-06,-1.31E-06,0,0,1.19E-07,0,0
"{'predicate: publisher, subject: administrative science quarterly, object: sage publications, sentence: ', 'predicate: OCLC_number, subject: administrative science quarterly, object: 1461102, sentence: ', 'predicate: founder, subject: sage publications, object: sara miller mccune, sentence: '}",3,"The Administrative Science Quarterly, OCLC 1461102, is published by SAGE Publications founded by Sara Miller McCune.",0.999804642,,sara miller mccune founded sage publications which publishes administrative science quarterly with the oclc number 1461102,0.999878585,,0.750454247,-1.560407281,0.94416976,0.318235662,0.413084668,"{'image_id': 'inst-1175', 'Bleu_1': 0.8749999998906252, 'Bleu_2': 0.683130050977159, 'Bleu_3': 0.5108729548629464, 'Bleu_4': 0.3182356621776617, 'METEOR': 0.413084668272121, 'ROUGE_L': 0.5446428571428571, 'CIDEr': 2.9769138719383266}",sara miller mccune founded sage publications which publishes administrative science quarterly which has the oclc number 1461102,0.999856174,,0.752919614,-1.406904221,0.94974566,0.61021692,0.461816219,"{'image_id': 'inst-1175', 'Bleu_1': 0.8823529411245675, 'Bleu_2': 0.7788566280036568, 'Bleu_3': 0.6864958602610864, 'Bleu_4': 0.6102169202162159, 'METEOR': 0.46181621859430805, 'ROUGE_L': 0.639301310043668, 'CIDEr': 3.6348379977524}",-2.24E-05,-7.39E-05,-5.15E-05,0.002465367,0.15350306,0.005575895,0.291981258,0.04873155
"{'predicate: ethnic group, subject: romania, object: germans of romania, sentence: ', 'predicate: leader name, subject: romania, object: klaus iohannis, sentence: ', 'predicate: anthem, subject: romania, object: deșteaptă-te, române!, sentence: ', 'predicate: capital, subject: romania, object: bucharest, sentence: ', 'predicate: country, subject: 1 decembrie 1918 university, object: romania, sentence: '}",5,"1 Decembrie 1918 University is in Romania which has Bucharest as its capital and the national anthem is Deșteaptă-te, române. The country is led by Klaus Iohannis and its ethnic group is the Germans of Romania.",0.999931598,,"the 1 decembrie 1918 university is located in romania. romania's capital is bucharest, its leader is klaus iohannis and its ethnic group is germans of romania. the national anthem is deșteaptă-te, române!",0.999930096,,0.752935648,-1.383527398,0.95178884,0.541467515,0.447558301,"{'image_id': 'inst-1594', 'Bleu_1': 0.8300915602062937, 'Bleu_2': 0.7380933112931967, 'Bleu_3': 0.6355745576798879, 'Bleu_4': 0.5414675148320404, 'METEOR': 0.4475583007874279, 'ROUGE_L': 0.6327204148986326, 'CIDEr': 4.0763913154156874}","the 1 decembrie 1918 university is located in romania. romania's capital is bucharest, its leader is klaus iohannis and its ethnic group is germans of romania. the national anthem is deșteaptă-te, române!",0.999930096,,0.752935648,-1.383527398,0.95178884,0.541467515,0.447558301,"{'image_id': 'inst-1594', 'Bleu_1': 0.8300915602062937, 'Bleu_2': 0.7380933112931967, 'Bleu_3': 0.6355745576798879, 'Bleu_4': 0.5414675148320404, 'METEOR': 0.4475583007874279, 'ROUGE_L': 0.6327204148986326, 'CIDEr': 4.0763913154156874}",0,1.50E-06,1.50E-06,0,0,0,0,0
"{'predicate: inauguration date, subject: atatürk monument (i̇zmir), object: 1932-07-27, sentence: ', 'predicate: location, subject: atatürk monument (i̇zmir), object: turkey, sentence: ', 'predicate: designer, subject: atatürk monument (i̇zmir), object: pietro canonica, sentence: ', 'predicate: leader, subject: turkey, object: ahmet davutoğlu, sentence: ', 'predicate: capital, subject: turkey, object: ankara, sentence: '}",5,The Ataturk monument (Izmir) which was designed by Pietro Canonica is located in Turkey. The country's leader is Ahmet Davutoglu and the capital is Ankara. The monument was inaugurated on 27 July 1932.,0.999916275,,the ataturk monument in izmir was designed by pietro canonica and inaugurated on 27 july 1932. it is located in turkey where the capital is ankara and the leader is ahmet davutoglu,0.999917221,,0.753168404,-1.735067606,0.9597966,0.584146176,0.437157103,"{'image_id': 'inst-1547', 'Bleu_1': 0.88069974633259, 'Bleu_2': 0.783475290583102, 'Bleu_3': 0.6887764503571592, 'Bleu_4': 0.5841461759522315, 'METEOR': 0.4371571026658577, 'ROUGE_L': 0.6630434782608695, 'CIDEr': 3.542144053772636}",the ataturk monument in izmir was designed by pietro canonica and inaugurated on 27 july 1932. it is located in turkey where the capital is ankara and the leader is ahmet davutoglu,0.999917221,,0.753168404,-1.735067606,0.95979655,0.584146176,0.437157103,"{'image_id': 'inst-1547', 'Bleu_1': 0.88069974633259, 'Bleu_2': 0.783475290583102, 'Bleu_3': 0.6887764503571592, 'Bleu_4': 0.5841461759522315, 'METEOR': 0.4371571026658577, 'ROUGE_L': 0.6630434782608695, 'CIDEr': 3.542144053772636}",0,-9.46E-07,-9.46E-07,0,0,-5.96E-08,0,0
"{'predicate: ISSN_number, subject: american journal of mathematics, object: 0002-9327, sentence: ', 'predicate: country, subject: johns hopkins university press, object: united states, sentence: ', 'predicate: publisher, subject: american journal of mathematics, object: johns hopkins university press, sentence: '}",3,The American Journal of Mathematics was published by Johns Hopkins University Press based in the United States and has an ISSN number of 0002-9327.,0.999882089,,"johns hopkins university press, located in the united states, is the publisher of the american journal of mathematics which has the issn number of 0002-9327",0.999932647,,0.753497362,-1.497019887,0.94682413,0.463400574,0.501432436,"{'image_id': 'inst-1161', 'Bleu_1': 0.799999999936, 'Bleu_2': 0.6831300510087535, 'Bleu_3': 0.5876151463334373, 'Bleu_4': 0.4634005736546413, 'METEOR': 0.5014324362887136, 'ROUGE_L': 0.5325721961047682, 'CIDEr': 3.576736389731212}","johns hopkins university press, located in the united states, is the publisher of the american journal of mathematics which has the issn number of 0002-9327",0.999932647,,0.753497362,-1.497019887,0.94682413,0.463400574,0.501432436,"{'image_id': 'inst-1161', 'Bleu_1': 0.799999999936, 'Bleu_2': 0.6831300510087535, 'Bleu_3': 0.5876151463334373, 'Bleu_4': 0.4634005736546413, 'METEOR': 0.5014324362887136, 'ROUGE_L': 0.5325721961047682, 'CIDEr': 3.576736389731212}",0,-5.06E-05,-5.06E-05,0,0,0,0,0
"{""predicate: followed by, subject: alcatraz versus the evil librarians, object: alcatraz versus the scrivener's bones, sentence: "", 'predicate: birth place, subject: brandon sanderson, object: lincoln, nebraska, sentence: ', 'predicate: author, subject: alcatraz versus the evil librarians, object: brandon sanderson, sentence: '}",3,"Alcatraz Versus the Evil Librarians was written by Brandon Sanderson (of Lincoln, Nebraska) and followed by Alcatraz Versus the Scrivener's Bones.",0.999838498,,"alcatraz versus the evil librarians, written by lincoln, nebraska native brandon sanderson, was followed by alcatraz versus the scrivener's bones",0.999662419,,0.711290359,-1.274526358,0.9782915,0.589597027,0.494151487,"{'image_id': 'inst-1148', 'Bleu_1': 0.9080923378501595, 'Bleu_2': 0.80585200817049, 'Bleu_3': 0.6881642353846538, 'Bleu_4': 0.5895970269378673, 'METEOR': 0.4941514868192164, 'ROUGE_L': 0.7465802735781139, 'CIDEr': 4.734188029700901}","brandon sanderson, who was born in lincoln, nebraska, is the author of alcatraz versus the evil librarians which was followed by alcatraz versus the scrivener's bones",0.999925375,,0.753532052,-1.018579364,0.9734708,0.704914176,0.519039925,"{'image_id': 'inst-1148', 'Bleu_1': 0.9259259258573388, 'Bleu_2': 0.8439494725066062, 'Bleu_3': 0.7696104487847459, 'Bleu_4': 0.7049141755732379, 'METEOR': 0.5190399246101889, 'ROUGE_L': 0.867934290518691, 'CIDEr': 5.256041173161947}",0.000262956,0.000176079,-8.69E-05,0.042241693,0.255946994,-0.004820705,0.115317149,0.024888438
"{'predicate: draft team, subject: adam mcquaid, object: columbus blue jackets, sentence: ', 'predicate: city, subject: columbus blue jackets, object: columbus, ohio, sentence: '}",2,"Adam McQuaid's draft team is the Columbus Blue Jackets in Columbus, Ohio.",0.998526067,,"adam mcquaid's draft team was the columbus blue jackets who are based in the city of columbus, ohio",0.999886394,,0.753601849,-1.031264663,0.98064756,0.405696614,0.526225357,"{'image_id': 'inst-574', 'Bleu_1': 0.7368421052243769, 'Bleu_2': 0.639809913256986, 'Bleu_3': 0.5247286206154983, 'Bleu_4': 0.40569661363585763, 'METEOR': 0.526225357043124, 'ROUGE_L': 0.8364348677766895, 'CIDEr': 3.283256784820043}","adam mcquaid's draft team was the columbus blue jackets who are based in the city of columbus, ohio",0.999886394,,0.753601849,-1.031264663,0.98064756,0.405696614,0.526225357,"{'image_id': 'inst-574', 'Bleu_1': 0.7368421052243769, 'Bleu_2': 0.639809913256986, 'Bleu_3': 0.5247286206154983, 'Bleu_4': 0.40569661363585763, 'METEOR': 0.526225357043124, 'ROUGE_L': 0.8364348677766895, 'CIDEr': 3.283256784820043}",0,-0.001360327,-0.001360327,0,0,0,0,0
"{'predicate: discoverer, subject: 103 hera, object: james craig watson, sentence: ', 'predicate: alma mater, subject: james craig watson, object: university of michigan, sentence: ', 'predicate: death cause, subject: james craig watson, object: peritonitis, sentence: '}",3,"103 Hera, was discovered by James Craig Watson, who studied at the University of Michigan, and died from peritonitis.",0.784282138,"['predicate: death cause, subject: james craig watson, object: peritonitis, sentence: james craig watson, discoverer of 103 hera, died from peritonitis. his alma mater had been the university of michigan.', 'predicate: death cause, subject: james craig watson, object: peritonitis, sentence: 103 hera was discovered by james craig watson whose alma mater was the university of michigan. he died of peritonitis.']","james craig watson, who discovered 103 hera, studied at the university of michigan and died from peritonitis",0.998553793,,0.753768444,-1.434992313,0.9476847,0.663101556,0.527760193,"{'image_id': 'inst-965', 'Bleu_1': 0.8890097652981863, 'Bleu_2': 0.8013425732912313, 'Bleu_3': 0.7246871629902925, 'Bleu_4': 0.6631015559359037, 'METEOR': 0.527760193163888, 'ROUGE_L': 0.7700631199278629, 'CIDEr': 4.357265431735062}","james craig watson, who discovered 103 hera, studied at the university of michigan and died from peritonitis",0.998553793,,0.753768444,-1.434992313,0.9476847,0.663101556,0.527760193,"{'image_id': 'inst-965', 'Bleu_1': 0.8890097652981863, 'Bleu_2': 0.8013425732912313, 'Bleu_3': 0.7246871629902925, 'Bleu_4': 0.6631015559359037, 'METEOR': 0.527760193163888, 'ROUGE_L': 0.7700631199278629, 'CIDEr': 4.357265431735062}",0,-0.214271655,-0.214271655,0,0,0,0,0
"{'predicate: origin, subject: aaron deer, object: indiana, sentence: ', 'predicate: background, subject: aaron deer, object: solo singer, sentence: ', 'predicate: origin, subject: aaron deer, object: indianapolis, sentence: ', 'predicate: genre, subject: aaron deer, object: indie rock, sentence: '}",4,"The musical genre of Aaron Deer is indie rock and he is a solo singer. He originates from Indianapolis, Indiana.",0.654240196,"['predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is from indianapolis. in indiana. he is a performer of the music genre, indie rock and has a background as a solo singer.', 'predicate: origin, subject: aaron deer, object: indiana, sentence: indie rock musician and solo singer aaron deer is from indianapolis, indiana.', 'predicate: origin, subject: aaron deer, object: indianapolis, sentence: aaron deer is from indianapolis. in indiana. he is a performer of the music genre, indie rock and has a background as a solo singer.', 'predicate: origin, subject: aaron deer, object: indianapolis, sentence: indie rock musician and solo singer aaron deer is from indianapolis, indiana.']","aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer",0.499979221,"['predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer', 'predicate: origin, subject: aaron deer, object: indianapolis, sentence: aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer']",0.753790379,-1.994722605,0.9514909,0.498479673,0.473945503,"{'image_id': 'inst-1198', 'Bleu_1': 0.8451260213418907, 'Bleu_2': 0.7604671895753456, 'Bleu_3': 0.6372238292122865, 'Bleu_4': 0.49847967313400726, 'METEOR': 0.4739455032701052, 'ROUGE_L': 0.6325925925925927, 'CIDEr': 2.713408119866872}","aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer",0.499979221,"['predicate: origin, subject: aaron deer, object: indiana, sentence: aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer', 'predicate: origin, subject: aaron deer, object: indianapolis, sentence: aaron deer is an indie rock musician from indianapolis, indiana. he has a background as a solo singer']",0.753790379,-1.994722009,0.95149094,0.498479673,0.473945503,"{'image_id': 'inst-1198', 'Bleu_1': 0.8451260213418907, 'Bleu_2': 0.7604671895753456, 'Bleu_3': 0.6372238292122865, 'Bleu_4': 0.49847967313400726, 'METEOR': 0.4739455032701052, 'ROUGE_L': 0.6325925925925927, 'CIDEr': 2.713408119866872}",7.64E-11,0.154260975,0.154260975,0,5.96E-07,5.96E-08,0,0
"{'predicate: alternative name, subject: ajoblanco, object: ajo blanco, sentence: ', 'predicate: country, subject: ajoblanco, object: spain, sentence: ', 'predicate: region, subject: ajoblanco, object: andalusia, sentence: ', 'predicate: ingredient, subject: ajoblanco, object: bread, sentence: '}",4,"Bread is an ingredient in Ajoblanco (Ajo blanco), which is from Andalusia, Spain.",0.9166117,"['predicate: alternative name, subject: ajoblanco, object: ajo blanco, sentence: bread is an ingredient in ajoblanco (ajo blanco), which is from andalusia, spain.']","bread is an ingredient of ajoblanco which is a dish from andalusia, spain. it is also known as ajo blanco",0.999933153,,0.707060456,-1.807210803,0.9514976,0.235884481,0.425228932,"{'image_id': 'inst-1356', 'Bleu_1': 0.7499999999625001, 'Bleu_2': 0.5619514869201795, 'Bleu_3': 0.374756176764555, 'Bleu_4': 0.2358844810525448, 'METEOR': 0.42522893216566565, 'ROUGE_L': 0.5865384615384615, 'CIDEr': 2.2098674883585483}","ajoblanco, also known as ajo blanco, originates from andalusia in spain and has bread as an ingredient",0.999929249,,0.753886342,-1.136466503,0.9673246,3.27E-05,0.368086913,"{'image_id': 'inst-1356', 'Bleu_1': 0.7647058823079586, 'Bleu_2': 0.4888461805172476, 'Bleu_3': 0.2516234220961082, 'Bleu_4': 3.266113625626507e-05, 'METEOR': 0.3680869128449727, 'ROUGE_L': 0.6093906093906094, 'CIDEr': 2.0808458918886217}",-3.90E-06,-0.083321453,-0.083317549,0.046825886,0.6707443,0.015827,-0.23585182,-0.057142019
